name,category_b,category_s,location,link
성동힐링센터휴 영월캠프,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/38627870?entry=ple
한스캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/34922871?entry=ple
황금박쥐캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/1121925668?entry=ple
코지하우스 감성펜션,캠핑장,펜션,강원도,https://m.place.naver.com/place/11824154?entry=ple
숲속에머물다,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/1482477048?entry=ple
달콤이네 캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/1255024916?entry=ple
살구나무글램핑,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/1259196242?entry=ple
영월스타글램핑,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/38301030?entry=ple
만산동국민여가캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/1879710185?entry=ple
강원도세계잼버리수련장캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/32769410?entry=ple
영월한반도캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/1919460517?entry=ple
힐링캠프 체험캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/13300333?entry=ple
봉즈살롱,캠핑장,베이커리,강원도,https://m.place.naver.com/place/1530607049?entry=ple
원주산노리캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/253479482?entry=ple
덕풍계곡 별빛야영장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/38491516?entry=ple
공작산계곡오토캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/32769386?entry=ple
덕풍계곡캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/32769376?entry=ple
숲이야기 캠핑장,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/1343933977?entry=ple
리조트&캠핑 라이프위드도그,캠핑장,펜션,강원도,https://m.place.naver.com/place/15133906?entry=ple
몬테리오글램핑,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/35103652?entry=ple
금대에코힐링캠핑장(2024년4월예정),캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/21693229?entry=ple
숲속의 작은집,캠핑장,"캠핑,야영장",강원도,https://m.place.naver.com/place/1992937087?entry=ple
