name,category_b,category_s,rating,review_cnt,review_url,location,address,img,isoutdoor
논현 바디니크짐,헬스,헬스장,,860,https://m.place.naver.com/place/1074170288/review/visitor,강남,서울 강남구 강남대로 520 영동빌딩 3층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240107_254%2F1704617095859MlSEV_JPEG%2F2024_%25BD%25BA%25C5%25E4%25BE%25EE_%25B0%25A3%25C6%25C7.jpg,0
터치앤고 트레이닝 역삼,헬스,헬스장,,18,https://m.place.naver.com/place/1855989957/review/visitor,강남,서울 강남구 테헤란로26길 12 지하 2층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231015_288%2F1697352045678A0N57_JPEG%2F133907_R6S_8987.jpg,0
스포애니 역삼역점,헬스,헬스장,4.52,106,https://m.place.naver.com/place/1280284535/review/visitor,강남,서울 강남구 테헤란로 146,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_45%2F1704163742071XR3Jt_JPEG%2F%25BD%25C5%25B3%25E2%25C0%25CC%25BA%25A5%25C6%25AE_%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA.jpg,0
스포애니 논현역점,헬스,헬스장,,66,https://m.place.naver.com/place/34355121/review/visitor,강남,서울 강남구 학동로4길 15 동화빌딩 B1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231214_174%2F1702522445935UL0i5_JPEG%2F%25BD%25C5%25B3%25E2%25C0%25CC%25BA%25A5%25C6%25AE_%25BD%25BA%25B8%25B6%25C6%25AE%25C7%25C3%25B7%25B9%25C0%25CC%25BD%25BA.jpg,0
청담 엑티브짐&필라테스,헬스,헬스장,,11,https://m.place.naver.com/place/33251516/review/visitor,강남,서울 강남구 도산대로85길 30 3층 엑티브짐,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231120_230%2F1700481198829erwDK_JPEG%2FEBC0AFC0-83CE-4A2C-8F91-D3DBF46FBFB8.jpeg,0
투엑스휘트니스 개포점,헬스,헬스장,,34,https://m.place.naver.com/place/31475836/review/visitor,강남,서울 강남구 언주로 101 쌍용빌라트 2층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220429_112%2F1651200343152tmkTL_JPEG%2F7.jpg,0
호짐,헬스,헬스장,,67,https://m.place.naver.com/place/1851620842/review/visitor,강남,서울 강남구 개포로 628 지하 1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211223_203%2F1640247483122FA0QP_PNG%2F%25C8%25A3%25C1%25FC%25B7%25CE%25B0%25ED%25C3%25D6%25C1%25BE_%25BC%25BC%25B7%25CE%25C7%25FC.png,0
바디스짐 여성전용 언주역점,헬스,헬스장,,331,https://m.place.naver.com/place/1266897442/review/visitor,강남,서울 강남구 논현로 611 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231229_38%2F1703836072655g0slY_JPEG%2F%25BE%25F0%25C1%25D6%25BD%25E1%25A4%25BF%25A4%25B1.jpg,0
골드짐24시,헬스,헬스장,,32,https://m.place.naver.com/place/20713451/review/visitor,강남,서울 강남구 테헤란로43길 17 뉴본빌딩 4층,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230705_36%2F1688533970731ttYQf_PNG%2F20230705_141157_0000.png,0
반트,헬스,헬스장,4.61,84,https://m.place.naver.com/place/11708696/review/visitor,강남,서울 강남구 언주로30길 26 타워팰리스,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyNDAxMDVfMTcg%2FMDAxNzA0NDE4MTgzNDcw.ogAAoirKIy0CkW8LfVmna40OZCSxWHu7wLxAoFA3tAYg.Z9jQTEA2c0O39dGzUqNmPEHCuqai2TS8HjOTPyo0em0g.PNG.happy062300%2Fimage.png,0
F45 강남,헬스,헬스장,4.58,106,https://m.place.naver.com/place/1257102686/review/visitor,강남,서울 강남구 테헤란로84길 14 지하 1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230210_204%2F1676026385642Afnbr_JPEG%2FDSC08288.jpg,0
바디스페이스 선릉점,헬스,헬스장,,34,https://m.place.naver.com/place/35545693/review/visitor,강남,서울 강남구 테헤란로 311 지하1층 바디스페이스,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_1%2F14410073807648ydwM_JPEG%2FSUBMIT_1409561353596_35545693.jpg,0
하이랙스 강남점,헬스,헬스장,,107,https://m.place.naver.com/place/1714533484/review/visitor,강남,서울 강남구 강남대로 374 케이스퀘어강남2 1층 하이랙스 강남점,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230303_173%2F1677825705090RFtnn_JPEG%2F20230221_092337.jpg,0
바디스짐 여성전용 강남구청역점,헬스,헬스장,4.92,808,https://m.place.naver.com/place/33938177/review/visitor,강남,서울 강남구 선릉로146길 15 헤비히터빌딩 2층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231229_214%2F1703834464208QVasf_JPEG%2F%25C3%25BB%25B4%25E3%25BD%25E6.jpg,0
파트너짐,헬스,헬스장,,117,https://m.place.naver.com/place/1961502641/review/visitor,강남,서울 강남구 논현로167길 9 지하1층 파트너짐,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220126_8%2F1643189549506duGIj_JPEG%2F0113_PartnerGym_059.JPG,0
엑스퍼티짐 헬스 골프,헬스,헬스장,,117,https://m.place.naver.com/place/1327900562/review/visitor,강남,서울 강남구 테헤란로25길 7 B1층 헬스 B2층 골프,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231231_23%2F1704021672391cUWxo_JPEG%2FIMG_3208.jpeg,0
소울트레이닝&PT 선릉,헬스,헬스장,4.63,161,https://m.place.naver.com/place/1425916817/review/visitor,강남,서울 강남구 선릉로85길 6 호텔뉴브 4층 소울트레이닝,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201013_41%2F1602574017325RF1rN_JPEG%2FBJwYTHPGZdc9mfULZRBT_4y1.jpg,0
아크로짐 논현점,헬스,헬스장,4.95,230,https://m.place.naver.com/place/1716003648/review/visitor,강남,서울 강남구 논현로 752 구산빌딩 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231214_140%2F1702524940795wFXNR_JPEG%2FKakaoTalk_20231214_113152878.jpg,0
위 크로스핏 강남구청,헬스,헬스장,,97,https://m.place.naver.com/place/1545164724/review/visitor,강남,서울 강남구 언주로134길 19 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230518_220%2F1684371661628skWUt_PNG%2FKakaoTalk_20210902_230238739_01.png,0
휘슬러휘트니스,헬스,헬스장,4.26,136,https://m.place.naver.com/place/13587405/review/visitor,강남,서울 강남구 강남대로 310 유니온빌딩,,0
MVM 앤 루해빗 여성전용 피트니스 수서역점,헬스,헬스장,,384,https://m.place.naver.com/place/1388379982/review/visitor,강남,서울 강남구 광평로51길 6-11 B1층 루해빗 수서역점,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_151%2F1704189104562xsz2f_PNG%2F1704175784815.png,0
애니타임피트니스 역삼점,헬스,헬스장,5.0,330,https://m.place.naver.com/place/1849464763/review/visitor,강남,서울 강남구 논현로 406 1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220727_75%2F1658910983488eqyzD_PNG%2FKakaoTalk_20210625_105056296.png,0
위 크로스핏 양재,헬스,헬스장,,169,https://m.place.naver.com/place/1887091596/review/visitor,강남,서울 강남구 남부순환로355길 13 지하 1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211112_21%2F1636711012264p5wBT_PNG%2FKakaoTalk_20210902_230238739_01.png,0
제이원 골프 피트니스,헬스,헬스장,4.93,381,https://m.place.naver.com/place/1153249284/review/visitor,강남,서울 강남구 테헤란로20길 19 지하1층 제이원 골프휘트니스,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230207_41%2F1675759259632o0GcK_JPEG%2FIMG_5862.JPG,0
디스이즈피트니스 신사본점,헬스,헬스장,,24,https://m.place.naver.com/place/1617649086/review/visitor,강남,서울 강남구 강남대로158길 26 디스이즈피트니스,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240104_76%2F1704311135278nQD7Q_JPEG%2F240104-%25BD%25C5%25B3%25E2%25B8%25C2%25C0%25CC-%25C0%25CC%25BA%25A5%25C6%25AE%2528%25C6%25CB%25BE%25F7%2529.jpg,0
바디스짐 여성전용 학동역점,헬스,헬스장,,613,https://m.place.naver.com/place/1188704844/review/visitor,강남,서울 강남구 학동로28길 5 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231229_52%2F1703833104108bGqFY_JPEG%2F%25C7%25D0%25B5%25BF1.jpg,0
제임스짐휘트니스 역삼점,헬스,헬스장,,383,https://m.place.naver.com/place/1045814650/review/visitor,강남,서울 강남구 테헤란로 217 오렌지플레닛 B1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230502_52%2F1683003238779cNnhI_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6_%25C1%25F6%25BF%25AA%25B0%25CB%25BB%25F6_%25B5%25F0%25C0%25DA%25C0%25CE_%25B8%25DE%25C0%25CE_%25BF%25AA%25BB%25EF.jpg,0
멸치탈출연구소,헬스,헬스장,,150,https://m.place.naver.com/place/1027354151/review/visitor,강남,서울 강남구 도곡로 175 B101호,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220604_39%2F1654353090031q5DfL_JPEG%2F92443E70-3C14-4A62-A5FE-93BBE83EBDFD.jpeg,0
핏투핏 피트니스 PT&필라테스,헬스,헬스장,5.0,156,https://m.place.naver.com/place/1817001441/review/visitor,강남,서울 강남구 도곡로 116 꿈이룸명진타워 B2층 핏투핏,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231025_54%2F1698206881967kzCaj_PNG%2F%25C1%25A6%25B8%25F1%25C0%25BB-%25C0%25D4%25B7%25C2%25C7%25D8%25C1%25D6%25BC%25BC%25BF%25E4_-001_%25287%2529.png,0
ACUB 휘트니스 청담점,헬스,헬스장,4.52,132,https://m.place.naver.com/place/32587151/review/visitor,강남,"서울 강남구 학동로 522 2층, 3층 ACUB 휘트니스 청담점",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_258%2F1704185968460fwEgS_JPEG%2F%25C0%25CE%25BD%25BA%25C5%25B8%25BF%25EB.jpg,0
F45 청담,헬스,헬스장,,107,https://m.place.naver.com/place/1100361797/review/visitor,강남,서울 강남구 도산대로 413 고영캠퍼스 지하2층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231026_31%2F16983214141392Q4xB_JPEG%2FKakaoTalk_20231026_204629108_07.jpg,0
F45 선릉,헬스,헬스장,,37,https://m.place.naver.com/place/1230622451/review/visitor,강남,서울 강남구 선릉로93길 8 지하1층 (선릉점),https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231125_252%2F1700871603419L8INf_JPEG%2FKakaoTalk_20231125_091101144_05.jpg,0
팀버핏 도곡,헬스,헬스장,,22,https://m.place.naver.com/place/1114610716/review/visitor,강남,서울 강남구 언주로30길 21 B2층 B201-2호,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240105_245%2F1704447041457Ap2j3_PNG%2F11.png,0
싸다휘트니스 강남점,헬스,헬스장,,10,https://m.place.naver.com/place/37677896/review/visitor,강남,서울 강남구 테헤란로 121 원빌딩 지하1층~지하2층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231211_227%2F1702266461424QxV65_JPEG%2F%25C4%25AB%25C4%25AB%25BF%25C0vx_%25BC%25BE%25C5%25CD%25BB%25E7%25C1%25F811111.jpg,0
미진휘트니스센타,헬스,헬스장,,146,https://m.place.naver.com/place/36438832/review/visitor,강남,서울 강남구 강남대로 390 미진프라자 지하 3층 미진휘트니스센타,,0
커브스 삼성클럽,헬스,헬스장,,21,https://m.place.naver.com/place/20272553/review/visitor,강남,서울 강남구 선릉로126길 14 예우빌딩 3층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210406_53%2F1617671218817i7InN_PNG%2FUWsHjze9lfEdM0LBnbGMwOiG.png,0
크로스핏 볼케이노,헬스,헬스장,,127,https://m.place.naver.com/place/35438296/review/visitor,강남,서울 강남구 도곡로 450 덕산빌딩 지하 1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_81%2F1441000905395ygPjY_JPEG%2F35438296_2.jpg,0
엑슬휘트니스,헬스,헬스장,4.66,82,https://m.place.naver.com/place/13166772/review/visitor,강남,서울 강남구 테헤란로 152 강남파이낸스센터,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230110_204%2F1673342703434Mw4mO_JPEG%2FKakaoTalk_20230110_181455862.jpg,0
팀버핏 역삼,헬스,헬스장,,65,https://m.place.naver.com/place/1961473618/review/visitor,강남,서울 강남구 테헤란로 129 G층 8호 팀버핏,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240105_284%2F17044447938519w5Jp_PNG%2F11.png,0
스카이짐 역삼,헬스,헬스장,,37,https://m.place.naver.com/place/1940972882/review/visitor,강남,서울 강남구 봉은사로44길 31 스카이짐역삼,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230905_135%2F1693893930061vQSsx_JPEG%2F%25BC%25BE%25C5%25CD%25B7%25CE%25B0%25ED1.jpeg,0
현대에프앤에스,헬스,헬스장,,48,https://m.place.naver.com/place/1938905169/review/visitor,강남,서울 강남구 압구정로29길 68 금강아케이드 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220511_11%2F1652240062719ngcEh_JPEG%2FDSC00558_dng.jpg,0
커브스 세곡클럽,헬스,헬스장,,17,https://m.place.naver.com/place/487579398/review/visitor,강남,서울 강남구 헌릉로569길 9 2층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210423_124%2F16191588276839ccrE_PNG%2F1FapcKUSs5VFAHB6rUvFV5j2.png,0
케이든헬스&PT,헬스,헬스장,,13,https://m.place.naver.com/place/1005512819/review/visitor,강남,서울 강남구 광평로10길 15 상록수상가 2층 213호,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20231006_76%2F1696560331633rkxSE_JPEG%2F%25BB%25E7%25C1%25F8_%25BF%25CF%25BC%25BA%25BA%25BB.jpg,0
비비드짐 여성전용PT 양재역점,헬스,헬스장,,51,https://m.place.naver.com/place/1176281192/review/visitor,강남,서울 강남구 남부순환로351길 22-3 2층 1호,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231223_221%2F1703317669795gfwAU_PNG%2F%25C1%25A6%25B8%25F1%25C0%25BB-%25C0%25D4%25B7%25C2%25C7%25D8%25C1%25D6%25BC%25BC%25BF%25E4_-001_%252826%2529.png,0
크로스핏 라임라잇,헬스,헬스장,,23,https://m.place.naver.com/place/31498498/review/visitor,강남,서울 강남구 언주로168길 15 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230921_206%2F1695256815313HiW56_JPEG%2F%25C8%25AE%25C0%25CE%25BF%25EB.jpg,0
밸류온피트니스 역삼점,헬스,헬스장,,144,https://m.place.naver.com/place/1116991775/review/visitor,강남,서울 강남구 언주로 329 지하1층,,0
더클래식바디랩,헬스,헬스장,,14,https://m.place.naver.com/place/1229175805/review/visitor,강남,서울 강남구 광평로56길 10 3층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220915_104%2F1663226569652AOgPy_JPEG%2F2.jpg,0
바디스짐 더 프리미엄,헬스,헬스장,,662,https://m.place.naver.com/place/1132363840/review/visitor,강남,서울 강남구 학동로 233 바디스짐 B1,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231229_20%2F1703837832608CcveR_JPEG%2FKakaoTalk_20231228_190329758.jpg,0
S&H 웰빙휘트니스 헬스&골프,헬스,헬스장,,27,https://m.place.naver.com/place/1311933951/review/visitor,강남,서울 강남구 도곡로 204 지하 1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230710_190%2F1688980145591jFyQh_JPEG%2F0706_%25C0%25A3%25BA%25F9%25C8%25D6%25C6%25AE%25B4%25CF%25BD%25BA_%25C0%25CE%25C6%25F7%25B4%25EB%25C1%25F6_1.jpg,0
팀버핏 논현,헬스,헬스장,,28,https://m.place.naver.com/place/1767180658/review/visitor,강남,서울 강남구 언주로 641 펜트힐루 논현 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240105_288%2F1704447136580zp2FW_PNG%2F11.png,0
드림팩토리짐,헬스,헬스장,,246,https://m.place.naver.com/place/1201523927/review/visitor,강남,"서울 강남구 논현로 513 지하1층,지하2층",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230621_45%2F1687316188828YK5vx_JPEG%2FDFG_%25B7%25CE%25B0%25ED.JPG,0
하이랙스 선릉점,헬스,헬스장,,21,https://m.place.naver.com/place/1723254583/review/visitor,강남,서울 강남구 테헤란로52길 6 테헤란로오피스빌딩 B1,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231108_139%2F1699431059477JNTCl_JPEG%2F%25B5%25F0%25B7%25A2%25BD%25BA_%25C7%25CF%25C0%25CC%25B7%25A2%25BD%25BA_%25BC%25B1%25B8%25AA%25C1%25A1_%25BF%25C0%25C7%25C2%25BD%25C4_%25BD%25BA%25C4%25C9%25C4%25A1_%25C4%25DC%25C5%25D9%25C3%25F7_01_16_9.jpg,0
젠틀짐 pt & 헬스,헬스,헬스장,4.99,341,https://m.place.naver.com/place/1199304915/review/visitor,강남,서울 강남구 압구정로10길 13 마사빌딩,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190117_263%2F1547718713960sA75t_JPEG%2FNkAlK53iyL3567cMBxcZ_y91.jpg,0
휘트니스모션 청담점,헬스,헬스장,,564,https://m.place.naver.com/place/1998306009/review/visitor,강남,서울 강남구 도산대로 532 B1,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231210_44%2F1702185158686psE0b_PNG%2F8%25C1%25D6%25B3%25E2%25C0%25CC%25BA%25A5%25C6%25AE-%25C3%25BB%25B4%25E3%25C1%25A1.png,0
샵피트니스,헬스,헬스장,,171,https://m.place.naver.com/place/1906845355/review/visitor,강남,서울 강남구 테헤란로27길 18 B2,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231215_254%2F1702600678581V0fG3_JPEG%2FEA61A167-E083-4AB8-A104-CA01642D6744.jpeg,0
VM휘트니스&필라테스 삼성점,헬스,헬스장,,128,https://m.place.naver.com/place/1177293634/review/visitor,강남,서울 강남구 삼성로 633 삼광빌딩 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240102_45%2F1704179513244NAFoY_PNG%2F24%25B3%25E2_1%25BF%25F9.png,0
크로스핏 페인스톰,헬스,헬스장,,12,https://m.place.naver.com/place/21668594/review/visitor,강남,서울 강남구 논현로176길 14 증권빌딩 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191220_168%2F1576818106166ucAJq_PNG%2FgiTdgXV6fMX5H3UgComsnYKy.png,0
FL GYM 청담점,헬스,헬스장,,62,https://m.place.naver.com/place/1379648831/review/visitor,강남,서울 강남구 학동로 513 상가동 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231221_108%2F1703146219085o5DGr_JPEG%2FKakaoTalk_20231205_234201343.jpg,0
크로스핏강남 선릉점,헬스,헬스장,4.86,22,https://m.place.naver.com/place/36298384/review/visitor,강남,서울 강남구 선릉로 418 갑신빌딩 B1,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_259%2F1441058521457vV85K_JPEG%2F166078628334369_0.jpeg,0
발리짐 필라테스 앤뷰티,헬스,헬스장,,11,https://m.place.naver.com/place/1265902351/review/visitor,강남,"서울 강남구 논현로 614 지하1층, 지하2층",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231128_42%2F17011552234395Uxsp_PNG%2F%25BD%25BA%25C5%25A9%25B8%25B0%25BC%25A6_2023-11-28_160636.png,0
플레이 하우스,헬스,헬스장,4.75,36,https://m.place.naver.com/place/37867797/review/visitor,강남,서울 강남구 영동대로114길 10 삼성빌딩 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230223_291%2F1677120541979muFFU_PNG%2FKakaoTalk_20230223_105817046.png,0
크로스핏 카노,헬스,헬스장,,25,https://m.place.naver.com/place/1891540257/review/visitor,강남,서울 강남구 언주로93길 32-8 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201228_132%2F1609139084051xTNRx_JPEG%2FFyxbLoPXwn8fQiL-M17cgT9M.jpg,0
SUIT GYM,헬스,헬스장,,54,https://m.place.naver.com/place/1013230203/review/visitor,강남,서울 강남구 테헤란로25길 20 지하1층 SUIT GYM,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20231020_104%2F1697793917980Ds38H_JPEG%2FKakaoTalk_20231020_161604803.jpg,0
라이엇PC방,pc방,PC방,4.51,450,https://m.place.naver.com/place/1716866957/review/visitor,명동,서울 종로구 종로 33 그랑서울 타워 3층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181013_131%2F1539402573511CWuPr_JPEG%2FlHwYfU7Gz-adEIN1_dSjIDlU.jpg,0
아이온PC카페종각점,pc방,PC방,,207,https://m.place.naver.com/place/1465471377/review/visitor,명동,"서울 종로구 삼일대로17길 19 2층(관철동, 원산빌딩)",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230316_267%2F1678928875454CiwEQ_JPEG%2F550BDD7D-B859-4EE6-8477-ABF0647AF6F8.jpeg,0
3poppc,pc방,PC방,,214,https://m.place.naver.com/place/1916556567/review/visitor,명동,서울 종로구 삼일대로17길 51,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzEyMTNfMTE5%2FMDAxNzAyNDYwMjc0NjQ0.5oDHSbYXVIz0GWAsYnxFAmdKkholsYg7AvIvqRehD6Eg.8DgfRDMmQQQV8FykDdEg10PJIqmQbVCSKRkwNbPGKIYg.JPEG.ooolalal37%2FKakaoTalk_20231129_093755536_22_%25281%2529.jpg,0
피씨나인,pc방,PC방,4.09,54,https://m.place.naver.com/place/1970480747/review/visitor,명동,서울 용산구 청파로47나길 13 지하1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200927_67%2F1601211536124fe7fW_JPEG%2FYaRM-9zZcuu35tjS10cW64-n.jpg,0
오셀롯PC 종로관철점,pc방,PC방,4.6,279,https://m.place.naver.com/place/1807174253/review/visitor,명동,서울 종로구 종로14길 19 예지빌딩 4층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190605_278%2F1559709114587lE81t_JPEG%2Faw58OgtS2KXvypVKzCcluueZ.jpg,0
탑플레이스 피씨방,pc방,PC방,,50,https://m.place.naver.com/place/1942260459/review/visitor,명동,서울 종로구 돈화문로11길 23 드래곤 팰리스 오피스텔 지하 1층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220617_148%2F1655460735297qDFLC_JPEG%2F%25B0%25A3%25C6%25C7.jpeg,0
제노PC방,pc방,PC방,4.17,116,https://m.place.naver.com/place/1120323394/review/visitor,명동,서울 종로구 자하문로2길 4 경복빌딩 지하2층,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230207_229%2F1675781152119FPed8_JPEG%2F20230119_215228.jpg,0
